[000:00:06;271] OO
[000:16:59;877] HIS THERAPIST THAT HE WAS
[000:17:00;911] FONDLED BY JACKSON. MICHAEL
[000:17:02;946] FREEMAN, ATTORNEY FOR THE
[000:17:04;048] CHILD'S MOTHER, SAID THE WOMAN
[000:17:04;948] KNEW NOTHING OF ABUSE
[000:17:06;017] ALLEGATIONS UNTIL POLICE
[000:17:08;152] LAUNCHED THEIR INVESTIGATION.
[000:17:09;086] NOR WAS SHE PART OF ANY
[000:17:10;221] POSSIBLE EXTORTION ATTEMPT, HE
[000:17:12;189] SAID. JACKSON'S SECURITY
[000:17:13;224] CONSULTANT CONTENDS THE
[000:17:14;358] ALLEGATION FOLLOWED AN ATTEMPT
[000:17:16;327] TO BLACKMAIL THE SINGER FOR $20
[000:17:17;528] MILLION. "SHE WAS SHOCKED AT
[000:17:18;496] WHAT THE ALLEGATIONS ARE," SAID
[000:17:19;596] FREEMAN, WHO WOULD NOT NAME HIS
[000:17:21;698] CLIENT. "OBVIOUSLY SHE HAD NO
[000:17:22;633] IDEA WHATSOEVER THAT ANYTHING
[000:17:24;068] WAS GOING ON OF THAT NATURE OR
[000:17:25;469] SHE WOULD HAVE STOPPED IT." AN
[000:17:26;270] ATTORNEY FOR THE BOY'S FATHER
[000:17:27;604] REFUSED TO COMMENT AND NO ONE
[000:17:28;372] ANSWERED THE DOOR AT THE
[000:17:29;073] FAMILY'S HOME. JACKSON'S
[000:17:30;508] FAMILY, MEANWHILE, RALLIED TO
[000:17:31;308] HIS SUPPORT. "WE WISH TO STATE
[000:17:32;843] OUR COLLECTIVE, UNEQUIVOCAL
[000:17:34;445] BELIEF THAT MICHAEL HAS BEEN
[000:17:35;246] MADE THE VICTIM OF A CRUEL AND
[000:17:36;713] OBVIOUS ATTEMPT TO TAKE
[000:17:37;548] ADVANTAGE OF HIS FAME AND
[000:17:38;349] SUCCESS," SAID A STATEMENT
[000:17:39;216] SIGNED BY JACKSON'S PARENTS AND
[000:17:40;784] SIBLINGS. SEARCH WARRANTS WERE
[000:17:42;319] SERVED DURING THE WEEKEND AT
[000:17:43;921] JACKSON'S GATED CENTURY CITY
[000:17:44;688] CONDOMINIUM AND AT HIS
[000:17:45;456] NEVERLAND RANCH IN THE SANTA
[000:17:50;627] AGAIN, SOURCES NOW
[000:18:30;634] SAY THAT POLICE LAUNCHED THEIR
[000:18:31;468] INVESTIGATION AFTER A
[000:18:32;535] 13-YEAR-OLD BOY SAID JACKSON
[000:18:33;403] ABUSED HIM SEXUALLY.
[000:18:36;974] TONIGHT, A SPOKESMAN FOR THE
[000:18:37;941] BOY'S MOTHER SAYS SHE KNEW
[000:18:40;744] POLICE STARTED DIGGING-- AND
[000:18:41;745] THAT SHE IS NOT INVOLVED WITH
[000:18:42;813] ANY EXTORTION ATTEMPT.
[000:18:45;849] THE BOY'S FATHER REFUSES TO
[000:18:46;617] COMMENT.
[000:18:48;318] ANOTHER BIG-NAME ENTERTAINER'S
[000:18:49;185] IN THE NEWS TONIGHT.
[000:18:51;554] SINGER JOHN DENVER HAS A DATE
[000:18:52;455] IN COURT TO ANSWER A DRUNK
[000:18:53;189] DRIVING CHARGE.
[000:18:57;127] ASPEN, COLORADO ON HIS WAY HOME
[000:18:57;928] FROM A RESTAURANT.
[000:18:59;129] POLICE SAY HE FAILED A
[000:19:01;197] ROADSIDE SOBRIETY TEST, AND AT
[000:19:02;099] ONE POINT TOLD THE OFFICER,
[000:19:03;100] QUOTE, "I'M OBVIOUSLY GUILTY."
[000:19:06;903] FOR THE SECOND TIME IN LESS
[000:19:10;841] CHERYL HURD WAS THERE.
[000:19:14;077] THIS MARIJUANA PLANT IS JUST A
[000:19:15;646] SAMPLE OF WHAT DRUG AGENTS ARE
[000:19:16;446] CONFISCATING ALONG THE DELTA
[000:19:17;213] MARSHLANDS IN CONTRA COSTA
[000:19:17;948] COUNTY.
[000:19:18;814] "THE OFFICERS TOOK SOMETHING IN
[000:19:20;316] EXCESS OF 100 PLANTS THAT WHEN
[000:19:21;151] MATURE AND HARVESTED AND CURRED
[000:19:22;018] DISTRIBUTED HAVE A STREET VALUE
[000:19:26;922] NAT SOUND OF BLACKHAWK CHOPPER
[000:19:29;225] IT'S THE BEGINNING OF THE
[000:19:30;460] MARIJUANA HARVEST SEASON.
[000:19:32;862] "TYPICALLY WHAT WE SEE IN
[000:19:34;030] CALIFORNIA IS THE SESIMEA,
[000:19:36;466] WHICH IS ONE OF FOUR DIFFERENT
[000:19:37;534] VARIETIES THAT ARE GROWN."
[000:19:40;069] AGENTS SIFTING THROUGH ROUGH
[000:19:43;173] THAT HAD BEEN SPOTTED FROM THE
[000:19:43;973] AIR.
[000:19:44;974] LOCAL AND STATE AGENTS FROM
[000:19:46;842] CAMP...THE CAMPAIGN AGAINST
[000:19:47;743] MAJUANA PLANTING...
[000:19:48;778] CONCENTRATED ON HOTSPOTS FOR
[000:19:49;546] POT GROWERS.
[000:19:51;614] BRIDGE: "MARSHLAND AREAS LIKE
[000:19:52;582] THIS ONE IN CONTRA COSTA COUNTY
[000:19:54;384] ARE CONSIDERED PERFECT AREAS
[000:19:55;385] FOR MARIJUANA GROWERS TO PLANT
[000:19:57;220] THEIR CROPS. ONE REASON IS
[000:19:58;154] BECAUSE THE LAND IS FERTILE,
[000:20:00;122] THE AREA IS SPARSELY POPULATED
[000:20:01;057] HERE AND THE PLANTS ARE HARD TO
[000:20:01;857] SPOT WHEN THEY MATURE."
[000:20:03;893] "WITH ACCESS FROM THE WATER AND
[000:20:04;827] NOT HAVING MUCH LAWFUL TRAFFIC
[000:20:06;629] IN THE AREA, IT'S AN IDEAL
[000:20:07;664] PLACE FOR THEM TO CONDUCT THEIR
[000:20:08;464] ILLICIT BUSINESS."
[000:20:10;500] "IN TERMS OF TIME AND DISTANCE
[000:20:11;367] IT'S CLOSE TO METROPOLITIAN
[000:20:13;236] AREAS AND THAT'S SOME WHAT
[000:20:14;270] UNUSUAL." THAT'S BECAUSE AGENTS
[000:20:16;105] ARE USE TO CHOPPING DOWN HUGE
[000:20:17;073] PLANTS LIKE THESE IN HUMBOLDT
[000:20:17;840] COUNTY.
[000:20:18;874] THIS HARVEST DONE BY AGENTS IN
[000:20:20;710] AUGUST OF 1991 NETTED FIVE
[000:20:21;711] THOUSAND PLANTS...AND 8-PEOPLE
[000:20:22;512] WERE ARRESTED.
[000:20:24;480] TODAY AGENTS DIDN'T MAKE ANY
[000:20:25;448] ARRESTS...BUT AUTHORITIES SAY,
[000:20:27;383] IT WAS A SURE SIGN, POT SMOKING
[000:20:28;184] IS POPULAR.
[000:20:29;151] "IT'S BECOMING THE DRUG OF
[000:20:31;153] "IT'S ALWAYS BEEN HERE BUT WE
[000:20:33;022] SEE MORE OF IT BECAUSE WE ARE
[000:20:34;023] STARTING TO PICK UP ON WAYS TO
[000:20:34;824] FIND IT."
[000:20:35;991] AUTHORITIES PLAN TO CONDUCT
[000:20:37;026] ANOTHER SWEEP LIKE THIS...THIS
[000:20:37;827] YEAR.
[000:20:39;962] IN CONTRA COSTA COUNTY CHERYL
[000:20:40;996] HURD CHANNEL 5 EYEWITNESS NEWS.
[000:20:46;769] JUST A FEW HOURS
[000:21:06;222] AGO POLICE IN SAN FRANCISCO
[000:21:07;322] MOVED IN TO END A NOISY
[000:21:07;990] PROTEST.
[000:21:10;126] MEMBERS OF A HOMELESS RIGHTS
[000:21:12;728] GROUP CALLED "HOMES-NOT-JAILS"
[000:21:13;528] MARCHED DOWN POLK STREET,
[000:21:15;597] DEMANDING ACCESS TO VACANT
[000:21:16;698] FEDERAL BUILDINGS TO USE AS
[000:21:17;699] SHELTER FOR THE HOMELESS.
[000:21:21;036] DEMONSTRATORS TOOK OVER ONE
[000:21:22;071] ABANDONED BUILDING.
[000:21:23;739] THAT'S WHEN POLICE MOVED IN.
[000:21:28;510] POLICE BLOCKED OFF
[000:21:33;816] THE STREET WHILE THEY EVICTED
[000:21:34;583] THE PROTESTORS.
[000:21:36;318] THE DOZEN OR SO PEOPLE WHO
[000:21:38;387] TOOK OVER THE BUILDING WERE
[000:21:39;121] ARRESTED FOR TRESPASSING.
[000:21:41;290] THE CITY OF SAN JOSE IS TRYING
[000:21:43;425] TO DEAL WITH A DIFFERENT KIND
[000:21:44;193] OF PROBLEM ON ITS STREETS:
[000:21:46;262] MAYOR SUSAN HAMMER HAS
[000:21:47;529] UNVEILED NEW PROGRAMS TO CUT
[000:21:51;100] DOWN ON GANG ACTIVITY IN SAN
[000:21:51;866] JOSE.
[000:21:53;367] ROBERT HANDA IS THERE NOW WITH
[000:21:54;169] DETAILS.
[000:21:55;203] ROBERT?
[000:22:04;512] THE EVENING TIME
[000:22:30;638] BRINGS A GOLDEN GLOW TO SOLARI
[000:22:31;572] PARK IN SAN JOSE..BUT JUST A
[000:22:33;574] FEW MONTHS AGO, THIS PARK WOULD
[000:22:35;443] HAVE BEEN DESERTED AT THIS
[000:22:36;177] HOUR...
[000:22:37;445] POLICE SAY THERE USED TO BE
[000:22:39;380] 2-TO-3 GANG-RELATED INCIDENTS
[000:22:40;148] EVERY DAY...
[000:22:42;217] BUT THE CITY SPENT ABOUT
[000:22:43;251] 90-THOUSAND DOLLARS TO SET UP
[000:22:45;186] AN ANTI-GANG YOUTH PROGRAM IN
[000:22:47;088] SOLARI PARK...AND POLICE SAY
[000:22:48;022] THERE'S BEEN JUST ONE MINOR
[000:22:48;957] INCIDENT IN THE PAST TWO
[000:22:49;657] MONTHS...
[000:22:51;792] THE KEY INGREDIENTS:
[000:22:55;429] REACHING OUT DIRECTLY TO THE
[000:22:56;597] GANGS...BY FORMER GANG MEMBERS
[000:22:57;565] HIRED BY THE CITY.
[000:23:00;501] TONIGHT, MAYOR SUSAN HAMMER
[000:23:02;370] MET WITH GANG MEMBERS AND
[000:23:03;504] CONCERNED NEIGHBORS... AND GOT
[000:23:04;572] A PLEASANT SURPRISE...A THANK
[000:23:05;539] YOU FROM THE COMMUNITY...
[000:23:07;775] MAYOR HAMMER POINTS OUT THAT
[000:23:09;878] SAN JOSE HAS A DIFFERENT GANG
[000:23:11;279] PROBLEM THAN OTHER CITIES...AND
[000:23:12;080] THEY HAVE ADJUSTED CITY
[000:23:12;847] PROGRAMS ACCORDINGLY.
[000:23:17;151] BUT LOCAL COUNCILMAN GEORGE
[000:23:18;185] SHIRIKAWA, WHO WORKS ON GANG
[000:23:19;286] PROGRAMS, REMINDS EVERYONE THAT
[000:23:21;355] THE GANG PROBLEM IS STILL ON
[000:23:22;122] THE RISE...
[000:23:24;324] ....DO THE MOST GOOD."
[000:24:22;550] THANKS, ROBERT.
[000:25:01;287] STIzcA4óOc
[000:25:03;723] THE MARS OBSERVER FIRES ITS
[000:25:05;492] ROCKETS FOR A CLOSE LOOK AT THE
[000:25:06;559] RED PLANET.
[000:25:09;596] BUT SOMETHING HAS GONE WRONG.
[000:25:11;430] CALL IT THE BILLION DOLLAR
[000:25:12;164] QUESTION:
[000:25:13;432] WHY WOULD A SPACECRAFT SHUT
[000:25:15;134] DOWN, JUST DAYS FROM THE END OF
[000:25:15;969] AN 11-MONTH TRIP THROUGH THE
[000:25:16;803] SOLAR SYSTEM?
[000:25:19;572] JIM STEWART HAS MORE ON NASA'S
[000:25:20;373] NEWEST HEADACHE.
[000:25:24;410] "TWO...ONE...AND LIFT-OFF!
[000:25:26;579] LIFT-OFF! FOR THE TITAN III
[000:25:27;313] ROCKET
[000:25:28;815] MARS OBSERVER AND AMERICA'S
[000:25:29;883] RETURN TO THE RED PLANET!"
[000:25:32;151] THAT WAS THE GOAL ANYWAY WHEN
[000:25:34;353] THIS BILLION-DOLLAR SPACE PROBE
[000:25:35;488] BLASTED OFF 11 MONTHS AGO: MARS
[000:25:37;590] AND ALL HER MYSTERIES....A
[000:25:38;758] CLOSE-UP LOOK-SEE AT THE PLANET
[000:25:40;927] MOST LIKE EARTH IN OUR SOLAR
[000:25:41;961] SYSTEM. ONLY TODAY, NASA
[000:25:43;162] ADMITTED IT'S LOST TOUCH WITH
[000:25:45;364] THE CRAFT...AND HAD TO ANSWER
[000:25:47;466] THE MOST EMBARRASSING OF
[000:25:48;535] QUESTIONS: (Q): ARE YOU
[000:25:49;702] CONFIDENT THAT THE SPACECRAFT
[000:25:50;469] EXISTS?
[000:25:55;909] SPACECRAFT
[000:25:59;245] EXISTS. THE QUESTION IS
[000:26:03;315] WHETHER IT IS IN THE RIGHT
[000:26:04;917] ORIENTATION, AND WILL THOSE
[000:26:07;319] ENGINES PERFORM THE RIGHT
[000:26:08;020] CHANGE OF SPEED?"
[000:26:09;588] TRANSLATION: THEY THINK IT'S
[000:26:11;524] STILL UP THERE...ONLY IT'S NOT
[000:26:13;459] MESSAGES...MEANING THERE'S NO
[000:26:15;528] WAY OF KNOWING WHETHER THE
[000:26:16;695] PROBE WILL REVERSE THRUST ITS
[000:26:18;997] ENGINES - LIKE IT WAS SUPPOSED
[000:26:19;831] TO TODAY - AND LOOP INTO A LOW
[000:26:20;632] ORBIT AROUND MARS.
[000:26:22;401] IF IT DOESN'T? THEN CHANCES
[000:26:23;402] ARE IT'S LOST IN SPACE.
[000:26:25;671] "IF THEY LOSE THIS MISSION,
[000:26:27;873] IT'S A DEVASTATING SETBACK. AT
[000:26:28;941] THE VERY LEAST THEY WOULD HAVE
[000:26:30;176] A HARD TIME EXPLAINING TO
[000:26:32;111] CONGRESS HOW THEY MONITOR
[000:26:32;811] QUALITY CONTROL AMONG THEIR
[000:26:33;546] SUBCONTRACTORS. AND I THINK IT
[000:26:34;646] WOULD BE VERY HARD TO ASK FOR
[000:26:35;414] MORE MONEY FOR BIG PROJECTS
[000:26:36;382] WHEN SO MANY SPACECRAFT, WHICH
[000:26:38;517] COST SO MUCH MONEY, KEEP HAVING
[000:26:40;953] SO MANY PROBLEMS." IT HAS BEEN
[000:26:42;121] A ROUGH MONTH FOR AMERICA'S
[000:26:44;090] SPACE PROGRAM....FIRST A
[000:26:44;823] BILLION DOLLAR SPY SATELLITE
[000:26:46;292] BLEW UP.... THEN A WEATHER
[000:26:47;960] SATELLITE BUILT TO TRACK STORMS
[000:26:49;962] AND FLOODS WENT INTO ORBIT
[000:26:51;063] OKAY...BUT THIS WEEK DEVELOPED
[000:26:53;065] A FATAL SHORT CIRCUIT. SOME
[000:26:53;966] WONDER IF NASA IS
[000:26:54;533] OVER-REACHING?
[000:26:56;268] "I DON'T BELIEVE WE'RE GETTING
[000:26:58;237] BEYOND OUR TECHNOLOGICAL
[000:26:59;371] CAPABILITY. WE HAVE ESTABLISHED
[000:27:01;673] SOME VERY TOUGH GOALS FOR
[000:27:02;541] OURSELVES IN THE SPACE PROGRAM.
[000:27:03;442] IF THEY WERE EASY TO MEET,
[000:27:04;477] ANYBODY COULD MEET THEM."
[000:27:06;545] REACHING MARS WAS A TOUGH
[000:27:10;048] GOAL...AND A VERY TOUGH
[000:27:12;284] DISAPPOINTMENT FOR NASA. THIS
[000:27:14;487] WAS THE MISSION THAT WOULD HAVE
[000:27:15;421] MEASURED THE RED PLANET AND
[000:27:18;557] THE GOAL OF MAPPING THE WAY FOR
[000:27:19;492] MAN HIMSELF TO SOMEDAY VISIT
[000:27:20;259] MARS.
[000:27:25;296] AS IF NASA DOESN'T
[000:27:27;099] HAVE ENOUGH PROBLEMS ... IT'S
[000:27:28;900] BEING PICKETED BY PROTESTORS
[000:27:29;768] SAYING THE SPACE AGENCY
[000:27:31;970] DISABLED THE SPACECRAFT
[000:27:32;638] INTENTIONALLY.
[000:27:33;371] WHY?
[000:27:35;107] THE PROTESTORS SAY NASA IS
[000:27:36;775] TRYING TO COVER UP SIGNS OF
[000:27:37;609] INTELLIGENT LIFE ON MARS ...
[000:27:39;310] LI A MYSTERIOUS HUMAN FACE
[000:27:40;211] PHOTOGRAPHED BY A VIKING PROBE
[000:27:44;149] ONE NASA OFFICIAL CALLS THAT
[000:27:46;417] THE CRAZIEST THING HE'S EVER
[000:27:47;185] HEARD.
[000:27:50;722] IF THAT ISN'T STRANGE ENOUGH,
[000:27:51;523] CONSIDER THIS:
[000:27:52;124] HORSE THIEVES... YES, HORSE
[000:27:54;559] THIEVES, ARE PROWLING AROUND
[000:27:55;794] THE BAY AREA, AND THEY'RE
[000:27:57;129] MAKING LIFE MISERABLE FOR LOTS
[000:27:59;564] KEN BASTIDA REPORTS.
[000:28:04;870] LOOKING AROUND...IT WOULD BE
[000:28:06;872] HARD TO FIND A QUIETER...SAFER
[000:28:07;673] SPOT...ANYWHERE.
[000:28:08;974] THAT'S WHAT SUE DUNSON
[000:28:10;175] THOUGHT... WHEN SHE PUT HER
[000:28:11;309] HORSE EDDIE IN THIS PASTURE.
[000:28:14;646] "THIS PROPERTY.... OF HORSES."
[000:28:16;882] BUT THREE WEEKS AGO TONIGHT...
[000:28:20;118] STOLEN FROM THIS RURAL
[000:28:21;186] PASTURE...THE THIEVES CUT
[000:28:22;420] THROUGH A BARBED WIRE FENCE AND
[000:28:24;589] BACKED THEIR TRAILER RIGHT IN.
[000:28:27;859] "IT IS REAL HELL... THIS HAS
[000:28:29;061] TURNED OUR LIVES UPSIDE DOWN...
[000:28:31;163] LITERALLY, I MEAN TO HAVE
[000:28:33;364] SOMEBODY BE SO CRUEL...AND
[000:28:34;499] HEARTLESS... TO COME IN AND
[000:28:35;867] TAKE OUR PETS... THESE ARE OUR
[000:28:36;668] PETS."
[000:28:37;768] BUT FOR TODAY'S MODERN DAY
[000:28:38;936] HORSE THIEVES... THEY ARE MONEY
[000:28:39;737] IN THE BANK.
[000:28:42;173] WORTH MORE THAN A DOLLAR A
[000:28:43;408] POUND AS PROCESSED HORSEMEAT ON
[000:28:44;242] THE OPEN MARKET.
[000:28:47;812] A MARKET TOO OFTEN SUPPLIED BY
[000:28:49;980] UNSCRUPULOUS AUCTIONEERS AND
[000:28:50;748] SLAUGHTER HOUSES.
[000:28:53;318] "YOU HAVE THESE PEOPLE WHO DO
[000:28:55;553] ABSOLUTELY NOTHING BUT THIS...
[000:28:56;621] THAT'S THEIR LELIHOOD...
[000:28:58;889] THEY'LL STEAL A HORSE HERE AND
[000:28:59;990] DRIVE FOR A COUPLE OF HUNDRED
[000:29:02;260] MILES AND THEN SELL IT... PICK
[000:29:03;261] ANOTHER ONE UP AND DRIVE
[000:29:04;495] ANOTHER HUNDRED MILES AND THESE
[000:29:06;598] AUCTIONS ARE UP AND DOWN THE
[000:29:08;199] STATE... PROBABLY 3-5 OF THEM A
[000:29:08;999] WEEK."
[000:29:11;102] DET. GREG SWETNAM FIGURES LESS
[000:29:13;404] THAN 5% OF THE HORSES STOLEN IN
[000:29:14;472] NORTHERN CALIFORNIA ARE EVER
[000:29:16;207] FOUND ALIVE... ...MOST ARE
[000:29:16;941] SLAUGHTERED IN LESS THAN 48
[000:29:17;675] HOURS.
[000:29:18;243] SUE DUNSON AND HER FAMILY HAVE
[000:29:19;544] PUT UP SIGNS AND POSTERS ALL
[000:29:20;311] AROUND THE COUNTY... BUT HAVE
[000:29:21;078] TO BE REALISTIC.
[000:29:22;747] "WHAT TREATMENT HAVE THESE
[000:29:23;681] ANIMALS HAD IN THREE WEEKS...
[000:29:24;782] HAVE THEY BEEN FED... HAVE THEY
[000:29:25;583] HAD WATER... ARE THEY
[000:29:26;217] SLAUGHTERED... EVEN IF WE FIND
[000:29:27;218] OUT THEY'VE GONE TO
[000:29:28;052] SLAUGHTER... AT LEAST THEY CAN
[000:29:28;853] END THE STORY HERE FOR US."
[000:29:30;622] "IT'S MORE THAN AN ISOLATED
[000:29:31;356] PROBLEM... ACCORDING TO THE
[000:29:32;457] U.S. DEPARTMENT OF
[000:29:33;224] AGRICULTURE... THEY ARE
[000:29:34;626] CURRENTLY INVESTIGATING MORE
[000:29:35;393] THAN 50 CASES OF ALLEGED HORSE
[000:29:36;193] STEALING IN NORTHERN CALIFORNIA
[000:29:37;228] ALONE. IN LIVERMORE... KEN
[000:29:37;962] BASTIDA, CHANNEL 5, EYEWITNESS
[000:29:43;434] COMING UP ... WHAT
[000:29:52;176] HEAD-COVERING SCARF, JACQUELINE
[000:29:55;779] KENNEDY ONASSIS TOOK PRESIDENT
[000:29:56;980] CLINTON AND HIS FAMILY YACHTING
[000:29:59;316] TUESDAY IN A SOCIAL HIGH POINT
[000:30:01;685] OF HIS VACATION ON PICTURESQUE
[000:30:03;953] MARTHA'S VINEYARD. "IT WAS
[000:30:05;054] BEAUTIFUL OUT THERE --
[000:30:08;725] AFTER A CRUISE TO A SECLUDED
[000:30:09;859] ANCHORAGE ABOUT SIX MILES AWAY
[000:30:12;228] WHERE THE CLINTONS AND MEMBERS
[000:30:13;363] OF THE KENNEDY FAMILY HAD A
[000:30:15;766] RELAXED SHIPBOARD LUNCHEON. AT
[000:30:16;933] SUNSET, THE CLINTONS, ONASSIS
[000:30:19;303] AND SEVERAL OTHERS WHO WERE ON
[000:30:21;672] THE CRUISE HAD DINNER AT THE
[000:30:25;375] OF ELEGANT DINNER PARTIES AND
[000:30:26;476] GOLF WITH UPPER-CRUST PEOPLE
[000:30:28;878] WHO FLOCK TO THIS ISLAND IN THE
[000:30:29;979] SUMMER, CLINTON ENTERED THE
[000:30:32;316] AURA OF CAMELOT LEGEND WITH
[000:30:33;383] CASUAL SIMPLICITY. THE
[000:30:35;852] PRESIDENT, IN SPORTSHIRT AND
[000:30:37;086] SALMON-COLORED SLACKS, HIS WIFE
[000:30:40;757] SUMMER HAT, AND 13-YEAR-OLD
[000:30:42;959] CHELSEA, IN SHORTS, WERE
[000:30:44;194] GREETED AT THE DOCK BY SEN.
[000:30:46;630] EDWARD KENNEDY, BROTHER OF
[000:30:47;897] ASSASSINATED PRESIDENT JOHN
[000:30:49;132] KENNEDY. THE LATE PRESIDENT'S
[000:30:51;535] WIDOW SHUNNED THE SPOTLIGHT BY
[000:30:52;636] STAYING INSIDE A 70-FOOT
[000:30:53;903] HATTERAS MOTOR YACHT, NAMED
[000:30:56;406] RELEMAR, AND WAITING UNTIL THE
[000:30:57;574] CLINTONS ENTERED THE $1.3
[000:31:00;043] MILLION VESSEL TO GREET THEM.
[000:31:01;277] TELEPHOTO LENSES FROM A SMALL
[000:31:02;479] PRESS POOL ALLOWED TO WITNESS
[000:31:04;948] THE ARRIVAL PICKED UP IMAGES OF
[000:31:07;351] ONASSIS WEARING SUNGLASSES AND
[000:31:08;585] A RED AND WHITE STRIPED BLOUSE,
[000:31:10;920] HER HEAD COVERED BY A RED
[000:31:14;724] LARGELY OUT OF SIGHT, SHE WAS
[000:31:15;725] PHOTOGRAPHED WITH THE
[000:31:17;026] PRESIDENT, SEN. KENNEDY AND
[000:31:18;161] OTHERS. "WELCOME TO
[000:31:18;862] MASSACHUSETTS," SEN. KENNEDY
[000:31:20;029] YELLED TO THE CLINTONS AS THEY
[000:31:20;830] ARRIVED ON THE DOCK OF TINY
[000:31:21;564] MENEMSHA HARBOR NEAR ONASSIS'
[000:31:22;332] 400-ACRE ESTATE. "GLAD TO BE
[000:31:23;099] HERE," CLINTON RESPONDED. THE
[000:31:24;000] BOAT IS OWNED  ONASSIS'
[000:31:25;201] LONGTIME COMPANION, NEW YORK
[000:31:27;503] DIAMOND MERCHANT MAURICE
[000:31:29;105] TEMPELSMAN, AND HE WAS AT THE
[000:31:29;973] HELM AS ITAILED BACK INTO THE
[000:31:32;275] HARBOR FROM VINEYARD SOUND
[000:31:34;810] AFTER AN EXCURSION THAT LASTED
[000:31:41;217] A STRIKE HAS BEEN
[000:31:45;088] ONE-THIRD LESS
[000:31:46;089] LIKELY TO SURVIVE AFTER CARDIAC
[000:31:51;394] >> THIS STUDY REALLY
[000:31:52;395] DEMONSTRATES CONCLUSIVELY THAT,
[000:31:53;829] IN OUR POPULATION, BLACKS ARE AT
[000:31:54;964] A VERY INCREASED RISK COMPARED
[000:31:56;399] TO WHITES.
[000:32:02;205] >> CARDIAC ARREST KILLS 350,000
[000:32:06;509] CHARLENE PAYNE LOST HER HUSBAND
[000:32:07;576] FREDDIE TO CARDIAC ARREST LAST
[000:32:08;611] MARCH AFTER 26 YEARS OF
[000:32:09;612] MARRIAGE.
[000:32:13;116] >> SORT OF LEFT ME WITH
[000:32:13;783] EMPTINESS.
[000:32:15;151] HE WAS HERE TODAY AND GONE
[000:32:15;851] TODAY.
[000:32:18;254] >> MANY MORE VICTIMS WOULD
[000:32:19;355] SURVIVE IF C.P.R. WERE GIVEN
[000:32:20;456] WITHIN MINUTES, AND THE HEART
[000:32:23;626] BUT THE STUDY FOUND BLACKS WERE
[000:32:24;727] ONLY HALF AS LIKELY AS WHITES TO
[000:32:25;861] BE GIVEN C.P.R. BY A BYSTANDER.
[000:32:29;698] EXPERTS SAY THERE ARE SEVERAL
[000:32:30;733] POSSIBLE REASONS FOR THE
[000:32:31;667] DISPARITY.
[000:32:33;836] >> IT MAY BE ACCESS; IT MAY BE
[000:32:35;204] POORER MEDICAL CARE; IT MAY BE
[000:32:39;374] BLACKS JUST MIGHT BE DIFFERENT
[000:32:40;409] THAN WHITES WHEN IT COMES TO THE
[000:32:41;376] RISK FACTORS FOR SUDDEN CARDIAC
[000:32:42;244] DEATH.
[000:32:45;213] >> ANOTHER STUDY IN THE "NEW
[000:32:46;248] ENGLAND JOURNAL" SAYS THAT
[000:32:47;249] RACIAL BIAS BY DOCTORS MAY PLAY
[000:32:48;250] A ROLE IN THE QUALITY OF MEDICAL
[000:32:49;284] CARE.
[000:32:52;020] THE STUDY FOUND THAT WHITE
[000:32:52;988] PATIENTS AT A V.A. HOSPITAL,
[000:32:55;123] ISSUE, UNDERWENT CORRECTIVE
[000:32:56;224] HEART PROCEDURES, SUCH AS
[000:32:57;125] ANGIOPLASTY, 50% MORE OFTEN THAN
[000:32:58;661] BLACKS.
[000:33:03;499] EXPERTS SAY THESE STUDIES POINT
[000:33:04;500] TO THE NEED FOR BETTER
[000:33:05;534] COMMUNICATION BETWEEN BLACK
[000:33:06;569] PATIENTS AND THEIR DOCTORS.
[000:33:08;871] THE EVIDENCE CONTINUES TO PILE
[000:33:12;174] TREATMENTS THAT CAN EITHER
[000:33:13;175] RELIEVE SYMPTOMS OF DISEASE OR
[000:33:14;810] EVEN PROLONG LIFE.
[000:33:19;348] DR. BOB ARNOT, CBS NEWS, NEW
[000:33:20;349] YORK.
[000:33:22;852] >> IN PHILADELPHIA, ANGELA
[000:33:23;953] LAKEBERG, THE SURVIVING SIAMESE
[000:33:25;253] TWIN, IS IN CRITICAL BUT STABLE
[000:33:33;729] I'VE HAD A FEW MISHAPS IN MY
[000:33:34;763] LIFE AND YOU CAN'T PLEASE
[000:33:35;831] EVERYBODY, UNDERSTAND IT.
[000:33:39;368] >> LAKEBERG HAD MORE TROUBLE
[000:33:41;436] FOR HIS DAUGHTER AMY WHO DIED
[000:33:42;738] DURING SURGERY.
[000:33:45;508] HE GOT INTO A FIGHT WITH
[000:33:47;376] RELATIVES.
[000:33:49;444] EVEN THOUGH LAKEBERG IS UNDER
[000:33:50;713] EXTREME STRESS, HIS WIFE SAYS
[000:33:51;914] THERE'S NO EXCUSE FOR HIS
[000:33:53;115] BEHAVIOR.
[000:33:55;884] >> I'M ANGRY, OF COURSE, AND HE
[000:33:59;220] >> MEANWHILE, 8-WEEK-OLD ANGELA
[000:34:01;088] REMAINS IN CRITICAL BUT STABLE
[000:34:02;524] CONDITION.
[000:34:04;592] DOCTORS SAY HER HEART IS
[000:34:05;660] IMPROVING.
[000:34:07;228] >> IT SHOULD CONTINUE TO WORK.
[000:34:08;763] >> KENNETH LAKEBERG FULLY
[000:34:09;797] ACKNOWLEDGES HIS PROBLEMS.
[000:34:11;332] IRONICALLY IT COULD EVEN HELP
[000:34:14;702] STUDIO.
